Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","204","Benin","5320","Producing Animals/Slaughtered","02951.01","Raw hides and skins of cattle","2024","2024","An","214628","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","204","Benin","5320","Producing Animals/Slaughtered","02954","Raw hides and skins of goats or kids","2024","2024","An","1151749","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","204","Benin","5320","Producing Animals/Slaughtered","02953","Raw hides and skins of sheep or lambs","2024","2024","An","1352874","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","204","Benin","5318","Milk Animals","02211","Raw milk of cattle","2024","2024","An","664433","A","Official figure",""
"QCL","Crops and livestock products","204","Benin","5318","Milk Animals","02292","Raw milk of goats","2024","2024","An","472416","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","204","Benin","5111","Stocks","02122","Sheep","2024","2024","An","2647421","A","Official figure",""
"QCL","Crops and livestock products","204","Benin","5320","Producing Animals/Slaughtered","21514","Sheep fat, unrendered","2024","2024","An","1352874","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","204","Benin","5111","Stocks","02140","Swine / pigs","2024","2024","An","1104012","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5111","Stocks","02132","Asses","2024","2024","An","17913","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","064","Bhutan","5111","Stocks","02112","Buffalo","2024","2024","An","57054","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","064","Bhutan","5320","Producing Animals/Slaughtered","21513","Buffalo fat, unrendered","2024","2024","An","1760","E","Estimated value",""
"QCL","Crops and livestock products","064","Bhutan","5111","Stocks","02111","Cattle","2024","2024","An","257103","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5320","Producing Animals/Slaughtered","21512","Cattle fat, unrendered","2024","2024","An","18930","E","Estimated value",""
"QCL","Crops and livestock products","064","Bhutan","5112","Stocks","02151","Chickens","2024","2024","1000 An","924","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5320","Producing Animals/Slaughtered","21152","Edible offal of buffalo, fresh, chilled or frozen","2024","2024","An","1760","E","Estimated value",""
"QCL","Crops and livestock products","064","Bhutan","5320","Producing Animals/Slaughtered","21151","Edible offal of cattle, fresh, chilled or frozen","2024","2024","An","18930","E","Estimated value",""
"QCL","Crops and livestock products","064","Bhutan","5320","Producing Animals/Slaughtered","21156","Edible offal of goat, fresh, chilled or frozen","2024","2024","An","18723","E","Estimated value",""
"QCL","Crops and livestock products","064","Bhutan","5320","Producing Animals/Slaughtered","21153","Edible offal of pigs, fresh, chilled or frozen","2024","2024","An","29242","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","064","Bhutan","5320","Producing Animals/Slaughtered","21155","Edible offal of sheep, fresh, chilled or frozen","2024","2024","An","3200","E","Estimated value",""
"QCL","Crops and livestock products","064","Bhutan","5320","Producing Animals/Slaughtered","21511.01","Fat of pigs","2024","2024","An","29242","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","064","Bhutan","5320","Producing Animals/Slaughtered","21515","Goat fat, unrendered","2024","2024","An","18723","E","Estimated value",""
"QCL","Crops and livestock products","064","Bhutan","5111","Stocks","02123","Goats","2024","2024","An","55819","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5313","Laying","0231","Hen eggs in shell, fresh","2024","2024","1000 An","755","E","Estimated value",""
"QCL","Crops and livestock products","064","Bhutan","5111","Stocks","02131","Horses","2024","2024","An","10499","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5320","Producing Animals/Slaughtered","21112","Meat of buffalo, fresh or chilled","2024","2024","An","1760","E","Estimated value",""
"QCL","Crops and livestock products","064","Bhutan","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","2024","2024","An","18930","E","Estimated value",""
"QCL","Crops and livestock products","064","Bhutan","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","2024","2024","1000 An","1290","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","064","Bhutan","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","2024","2024","An","18723","E","Estimated value",""
"QCL","Crops and livestock products","064","Bhutan","5320","Producing Animals/Slaughtered","21113.01","Meat of pig with the bone, fresh or chilled","2024","2024","An","29242","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","064","Bhutan","5320","Producing Animals/Slaughtered","21115","Meat of sheep, fresh or chilled","2024","2024","An","3200","E","Estimated value",""
"QCL","Crops and livestock products","064","Bhutan","5111","Stocks","02133","Mules and hinnies","2024","2024","An","4561","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","064","Bhutan","5320","Producing Animals/Slaughtered","02951.03","Raw hides and skins of buffaloes","2024","2024","An","1760","E","Estimated value",""
"QCL","Crops and livestock products","064","Bhutan","5320","Producing Animals/Slaughtered","02951.01","Raw hides and skins of cattle","2024","2024","An","18930","E","Estimated value",""
"QCL","Crops and livestock products","064","Bhutan","5320","Producing Animals/Slaughtered","02954","Raw hides and skins of goats or kids","2024","2024","An","18723","E","Estimated value",""
"QCL","Crops and livestock products","064","Bhutan","5320","Producing Animals/Slaughtered","02953","Raw hides and skins of sheep or lambs","2024","2024","An","3200","E","Estimated value",""
"QCL","Crops and livestock products","064","Bhutan","5318","Milk Animals","02211","Raw milk of cattle","2024","2024","An","53967","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5111","Stocks","02122","Sheep","2024","2024","An","9176","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5320","Producing Animals/Slaughtered","21514","Sheep fat, unrendered","2024","2024","An","3200","E","Estimated value",""
"QCL","Crops and livestock products","064","Bhutan","5111","Stocks","02140","Swine / pigs","2024","2024","An","34059","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5111","Stocks","02132","Asses","2024","2024","An","635146","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5114","Stocks","02196","Bees","2024","2024","No","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5111","Stocks","02111","Cattle","2024","2024","An","11245622","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5320","Producing Animals/Slaughtered","21512","Cattle fat, unrendered","2024","2024","An","1704622","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5112","Stocks","02151","Chickens","2024","2024","1000 An","233689","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5112","Stocks","02154","Ducks","2024","2024","1000 An","648","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5320","Producing Animals/Slaughtered","21151","Edible offal of cattle, fresh, chilled or frozen","2024","2024","An","1704622","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5320","Producing Animals/Slaughtered","21156","Edible offal of goat, fresh, chilled or frozen","2024","2024","An","430126","E","Estimated value",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5320","Producing Animals/Slaughtered","21153","Edible offal of pigs, fresh, chilled or frozen","2024","2024","An","2162456","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5320","Producing Animals/Slaughtered","21155","Edible offal of sheep, fresh, chilled or frozen","2024","2024","An","1392590","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5320","Producing Animals/Slaughtered","21511.01","Fat of pigs","2024","2024","An","2162456","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5320","Producing Animals/Slaughtered","21515","Goat fat, unrendered","2024","2024","An","430126","E","Estimated value",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5111","Stocks","02123","Goats","2024","2024","An","2273735","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5313","Laying","0231","Hen eggs in shell, fresh","2024","2024","1000 An","26778","E","Estimated value",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5111","Stocks","02131","Horses","2024","2024","An","516249","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","2024","2024","An","1704622","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","2024","2024","1000 An","198237","E","Estimated value",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5321","Producing Animals/Slaughtered","21122","Meat of ducks, fresh or chilled","2024","2024","1000 An","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","2024","2024","An","430126","E","Estimated value",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5320","Producing Animals/Slaughtered","21117.02","Meat of other domestic camelids, fresh or chilled","2024","2024","An","375758","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5321","Producing Animals/Slaughtered","21119.01","Meat of other domestic rodents, fresh or chilled","2024","2024","1000 An","17518","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5320","Producing Animals/Slaughtered","21113.01","Meat of pig with the bone, fresh or chilled","2024","2024","An","2162456","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5321","Producing Animals/Slaughtered","21114","Meat of rabbits and hares, fresh or chilled","2024","2024","1000 An","263","E","Estimated value",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5320","Producing Animals/Slaughtered","21115","Meat of sheep, fresh or chilled","2024","2024","An","1392590","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5111","Stocks","02133","Mules and hinnies","2024","2024","An","83178","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5111","Stocks","02121.02","Other camelids","2024","2024","An","3018859","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5112","Stocks","02192.01","Other rodents","2024","2024","1000 An","426","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5112","Stocks","02191","Rabbits and hares","2024","2024","1000 An","283","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5320","Producing Animals/Slaughtered","02951.01","Raw hides and skins of cattle","2024","2024","An","1704622","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5320","Producing Animals/Slaughtered","02954","Raw hides and skins of goats or kids","2024","2024","An","430126","E","Estimated value",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5320","Producing Animals/Slaughtered","02953","Raw hides and skins of sheep or lambs","2024","2024","An","1392590","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5318","Milk Animals","02211","Raw milk of cattle","2024","2024","An","231447","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5318","Milk Animals","02292","Raw milk of goats","2024","2024","An","482651","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5318","Milk Animals","02291","Raw milk of sheep","2024","2024","An","1196422","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5111","Stocks","02122","Sheep","2024","2024","An","7470438","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5320","Producing Animals/Slaughtered","21514","Sheep fat, unrendered","2024","2024","An","1392590","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5111","Stocks","02140","Swine / pigs","2024","2024","An","3143989","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5114","Stocks","02196","Bees","2024","2024","No","432025","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5111","Stocks","02111","Cattle","2024","2024","An","383331","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5320","Producing Animals/Slaughtered","21512","Cattle fat, unrendered","2024","2024","An","38616","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5112","Stocks","02151","Chickens","2024","2024","1000 An","11523","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5112","Stocks","02154","Ducks","2024","2024","1000 An","54","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5320","Producing Animals/Slaughtered","21151","Edible offal of cattle, fresh, chilled or frozen","2024","2024","An","38616","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5320","Producing Animals/Slaughtered","21156","Edible offal of goat, fresh, chilled or frozen","2024","2024","An","0","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5320","Producing Animals/Slaughtered","21153","Edible offal of pigs, fresh, chilled or frozen","2024","2024","An","76137","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5320","Producing Animals/Slaughtered","21155","Edible offal of sheep, fresh, chilled or frozen","2024","2024","An","63718","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5320","Producing Animals/Slaughtered","21159.01","Edible offals of horses and other equines, fresh, chilled or frozen","2024","2024","An","0","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5320","Producing Animals/Slaughtered","21511.01","Fat of pigs","2024","2024","An","76137","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5112","Stocks","02153","Geese","2024","2024","1000 An","25","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5320","Producing Animals/Slaughtered","21515","Goat fat, unrendered","2024","2024","An","0","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5111","Stocks","02123","Goats","2024","2024","An","62162","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5313","Laying","0231","Hen eggs in shell, fresh","2024","2024","1000 An","3794","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5320","Producing Animals/Slaughtered","21118.01","Horse meat, fresh or chilled","2024","2024","An","0","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5111","Stocks","02131","Horses","2024","2024","An","5380","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","2024","2024","An","38616","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","2024","2024","1000 An","45823","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5321","Producing Animals/Slaughtered","21122","Meat of ducks, fresh or chilled","2024","2024","1000 An","0","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5321","Producing Animals/Slaughtered","21123","Meat of geese, fresh or chilled","2024","2024","1000 An","0","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","2024","2024","An","0","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5320","Producing Animals/Slaughtered","21113.01","Meat of pig with the bone, fresh or chilled","2024","2024","An","76137","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5321","Producing Animals/Slaughtered","21114","Meat of rabbits and hares, fresh or chilled","2024","2024","1000 An","0","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5320","Producing Animals/Slaughtered","21115","Meat of sheep, fresh or chilled","2024","2024","An","63718","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5321","Producing Animals/Slaughtered","21124","Meat of turkeys, fresh or chilled","2024","2024","1000 An","21","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5112","Stocks","02191","Rabbits and hares","2024","2024","1000 An","6","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5320","Producing Animals/Slaughtered","02951.01","Raw hides and skins of cattle","2024","2024","An","38616","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5320","Producing Animals/Slaughtered","02954","Raw hides and skins of goats or kids","2024","2024","An","0","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5320","Producing Animals/Slaughtered","02953","Raw hides and skins of sheep or lambs","2024","2024","An","63718","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5318","Milk Animals","02211","Raw milk of cattle","2024","2024","An","172861","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5318","Milk Animals","02291","Raw milk of sheep","2024","2024","An","215332","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5111","Stocks","02122","Sheep","2024","2024","An","1098899","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5320","Producing Animals/Slaughtered","21514","Sheep fat, unrendered","2024","2024","An","63718","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5111","Stocks","02140","Swine / pigs","2024","2024","An","447474","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5112","Stocks","02152","Turkeys","2024","2024","1000 An","86","A","Official figure",""
"QCL","Crops and livestock products","072","Botswana","5111","Stocks","02132","Asses","2024","2024","An","5378","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","072","Botswana","5111","Stocks","02111","Cattle","2024","2024","An","918057","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","072","Botswana","5320","Producing Animals/Slaughtered","21512","Cattle fat, unrendered","2024","2024","An","314727","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","072","Botswana","5112","Stocks","02151","Chickens","2024","2024","1000 An","805","E","Estimated value",""
"QCL","Crops and livestock products","072","Botswana","5320","Producing Animals/Slaughtered","21151","Edible offal of cattle, fresh, chilled or frozen","2024","2024","An","314727","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","072","Botswana","5320","Producing Animals/Slaughtered","21156","Edible offal of goat, fresh, chilled or frozen","2024","2024","An","346205","E","Estimated value",""
"QCL","Crops and livestock products","072","Botswana","5320","Producing Animals/Slaughtered","21153","Edible offal of pigs, fresh, chilled or frozen","2024","2024","An","15694","E","Estimated value",""
"QCL","Crops and livestock products","072","Botswana","5320","Producing Animals/Slaughtered","21155","Edible offal of sheep, fresh, chilled or frozen","2024","2024","An","62395","E","Estimated value",""
"QCL","Crops and livestock products","072","Botswana","5320","Producing Animals/Slaughtered","21511.01","Fat of pigs","2024","2024","An","15694","E","Estimated value",""
"QCL","Crops and livestock products","072","Botswana","5320","Producing Animals/Slaughtered","21515","Goat fat, unrendered","2024","2024","An","346205","E","Estimated value",""
"QCL","Crops and livestock products","072","Botswana","5111","Stocks","02123","Goats","2024","2024","An","1205792","E","Estimated value",""
"QCL","Crops and livestock products","072","Botswana","5313","Laying","0231","Hen eggs in shell, fresh","2024","2024","1000 An","696","E","Estimated value",""
"QCL","Crops and livestock products","072","Botswana","5111","Stocks","02131","Horses","2024","2024","An","2572","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","072","Botswana","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","2024","2024","An","314727","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","072","Botswana","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","2024","2024","1000 An","2312","E","Estimated value",""
"QCL","Crops and livestock products","072","Botswana","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","2024","2024","An","346205","E","Estimated value",""
"QCL","Crops and livestock products","072","Botswana","5320","Producing Animals/Slaughtered","21113.01","Meat of pig with the bone, fresh or chilled","2024","2024","An","15694","E","Estimated value",""
"QCL","Crops and livestock products","072","Botswana","5321","Producing Animals/Slaughtered","21114","Meat of rabbits and hares, fresh or chilled","2024","2024","1000 An","573","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","072","Botswana","5320","Producing Animals/Slaughtered","21115","Meat of sheep, fresh or chilled","2024","2024","An","62395","E","Estimated value",""
"QCL","Crops and livestock products","072","Botswana","5111","Stocks","02133","Mules and hinnies","2024","2024","An","3275","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","072","Botswana","5112","Stocks","02191","Rabbits and hares","2024","2024","1000 An","123","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","072","Botswana","5320","Producing Animals/Slaughtered","02951.01","Raw hides and skins of cattle","2024","2024","An","314727","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","072","Botswana","5320","Producing Animals/Slaughtered","02954","Raw hides and skins of goats or kids","2024","2024","An","346205","E","Estimated value",""
"QCL","Crops and livestock products","072","Botswana","5320","Producing Animals/Slaughtered","02953","Raw hides and skins of sheep or lambs","2024","2024","An","62395","E","Estimated value",""
"QCL","Crops and livestock products","072","Botswana","5318","Milk Animals","02211","Raw milk of cattle","2024","2024","An","4406","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","072","Botswana","5318","Milk Animals","02292","Raw milk of goats","2024","2024","An","96658","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","072","Botswana","5111","Stocks","02122","Sheep","2024","2024","An","148744","E","Estimated value",""
"QCL","Crops and livestock products","072","Botswana","5320","Producing Animals/Slaughtered","21514","Sheep fat, unrendered","2024","2024","An","62395","E","Estimated value",""
"QCL","Crops and livestock products","072","Botswana","5111","Stocks","02140","Swine / pigs","2024","2024","An","7083","E","Estimated value",""
"QCL","Crops and livestock products","076","Brazil","5111","Stocks","02132","Asses","2024","2024","An","739539","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","076","Brazil","5114","Stocks","02196","Bees","2024","2024","No","1039216","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","076","Brazil","5111","Stocks","02112","Buffalo","2024","2024","An","1805145","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5111","Stocks","02111","Cattle","2024","2024","An","238180757","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5320","Producing Animals/Slaughtered","21512","Cattle fat, unrendered","2024","2024","An","39689184","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5112","Stocks","02151","Chickens","2024","2024","1000 An","1581216","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5112","Stocks","02154","Ducks","2024","2024","1000 An","3312","E","Estimated value",""
"QCL","Crops and livestock products","076","Brazil","5320","Producing Animals/Slaughtered","21151","Edible offal of cattle, fresh, chilled or frozen","2024","2024","An","39689184","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5320","Producing Animals/Slaughtered","21156","Edible offal of goat, fresh, chilled or frozen","2024","2024","An","3657671","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","076","Brazil","5320","Producing Animals/Slaughtered","21153","Edible offal of pigs, fresh, chilled or frozen","2024","2024","An","58178709","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5320","Producing Animals/Slaughtered","21155","Edible offal of sheep, fresh, chilled or frozen","2024","2024","An","6830302","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","076","Brazil","5320","Producing Animals/Slaughtered","21159.01","Edible offals of horses and other equines, fresh, chilled or frozen","2024","2024","An","169737","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","076","Brazil","5313","Laying","0232","Eggs from other birds in shell, fresh, n.e.c.","2024","2024","1000 An","12000","E","Estimated value",""
"QCL","Crops and livestock products","076","Brazil","5320","Producing Animals/Slaughtered","21511.01","Fat of pigs","2024","2024","An","58178709","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5320","Producing Animals/Slaughtered","21515","Goat fat, unrendered","2024","2024","An","3657671","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","076","Brazil","5111","Stocks","02123","Goats","2024","2024","An","13292844","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5313","Laying","0231","Hen eggs in shell, fresh","2024","2024","1000 An","277485","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5320","Producing Animals/Slaughtered","21118.01","Horse meat, fresh or chilled","2024","2024","An","169737","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","076","Brazil","5111","Stocks","02131","Horses","2024","2024","An","5702612","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","2024","2024","An","39689184","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","2024","2024","1000 An","6488695","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5321","Producing Animals/Slaughtered","21122","Meat of ducks, fresh or chilled","2024","2024","1000 An","5291","E","Estimated value",""
"QCL","Crops and livestock products","076","Brazil","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","2024","2024","An","3657671","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","076","Brazil","5320","Producing Animals/Slaughtered","21113.01","Meat of pig with the bone, fresh or chilled","2024","2024","An","58178709","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5321","Producing Animals/Slaughtered","21114","Meat of rabbits and hares, fresh or chilled","2024","2024","1000 An","942","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","076","Brazil","5320","Producing Animals/Slaughtered","21115","Meat of sheep, fresh or chilled","2024","2024","An","6830302","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","076","Brazil","5321","Producing Animals/Slaughtered","21124","Meat of turkeys, fresh or chilled","2024","2024","1000 An","14100","E","Estimated value",""
"QCL","Crops and livestock products","076","Brazil","5111","Stocks","02133","Mules and hinnies","2024","2024","An","1155776","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","076","Brazil","5112","Stocks","02191","Rabbits and hares","2024","2024","1000 An","191","E","Estimated value",""
"QCL","Crops and livestock products","076","Brazil","5320","Producing Animals/Slaughtered","02951.01","Raw hides and skins of cattle","2024","2024","An","39689184","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5320","Producing Animals/Slaughtered","02954","Raw hides and skins of goats or kids","2024","2024","An","3657671","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","076","Brazil","5320","Producing Animals/Slaughtered","02953","Raw hides and skins of sheep or lambs","2024","2024","An","6830302","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","076","Brazil","5318","Milk Animals","02211","Raw milk of cattle","2024","2024","An","15132736","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5318","Milk Animals","02292","Raw milk of goats","2024","2024","An","127000","E","Estimated value",""
"QCL","Crops and livestock products","076","Brazil","5111","Stocks","02122","Sheep","2024","2024","An","21862326","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5320","Producing Animals/Slaughtered","21514","Sheep fat, unrendered","2024","2024","An","6830302","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","076","Brazil","5111","Stocks","02140","Swine / pigs","2024","2024","An","43914785","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5112","Stocks","02152","Turkeys","2024","2024","1000 An","6364","E","Estimated value",""
